"s.Branch","s.Trunk","index","stat","p.value","taxon"
0,1,2,0.816496580927726,0.02,"Aspergillus versicolor"
0,1,2,0.816496580927726,0.024,"Aspergillus cvjetkovicii or A. jensenii (3 spp.)"
NA,NA,NA,NA,NA,"NA"
NA,NA,NA,NA,NA,"NA.1"
NA,NA,NA,NA,NA,"NA.2"
NA,NA,NA,NA,NA,"NA.3"
NA,NA,NA,NA,NA,"NA.4"
